like1,like2,parFFf,paralpha,parbeta,parQQf,pargamma,park,chain
26.85216,3.2933245,0.5812252,0.23832533,0.36972004,0.14461379,0.6977994,3.7214117,1.0
25.913956,5.2267604,0.93196064,0.28215706,0.43986198,0.62590134,0.014946973,3.4297676,1.0
26.176725,4.653791,0.8179907,0.97696865,0.6301297,0.27470464,0.9280945,1.5428729,1.0
26.213638,4.5875635,0.8059943,0.59113455,0.49672952,0.35283557,0.2862054,4.573193,1.0
26.561695,3.7947307,0.7199849,0.19931908,0.43262663,0.6642607,0.38472724,3.8276985,1.0
27.041616,2.7078774,0.5489202,0.28113836,0.060597885,0.5465199,0.76717436,4.126221,1.0
27.886082,1.2052959,0.29993528,0.4409326,0.16147792,0.8646301,0.42784077,3.5757487,1.0
25.835375,5.395599,0.9390126,0.31223848,0.70378435,0.16338772,0.029222626,1.9232873,1.0
27.93538,1.2739861,0.24658997,0.5015254,0.008166424,0.9260191,0.32537597,3.8102849,1.0
26.829922,3.301245,0.5894454,0.6271217,0.3303237,0.33713147,0.3628651,2.9122746,1.0
26.1502,4.7351403,0.8276593,0.9151115,0.8907614,0.12851578,0.14667982,2.0648208,1.0
26.028849,4.9761343,0.8707936,0.7402417,0.9338012,0.4164051,0.24368504,2.7076643,1.0
26.743813,3.5041144,0.62141234,0.4060994,0.974159,0.54983246,0.37498245,2.1268923,1.0
27.304325,2.1913228,0.43159097,0.10878918,0.046940017,0.3403954,0.80535996,3.8683758,1.0
27.01957,2.8523538,0.54188174,0.51524794,0.70164496,0.69802004,0.15812273,2.9106913,1.0
27.32098,2.0994365,0.4452355,0.097486444,0.06590105,0.67352843,0.027511043,4.5486,1.0
27.148335,2.512572,0.5011941,0.6537428,0.7271157,0.58064055,0.71970886,2.0599728,1.0
27.392197,2.042599,0.41368878,0.77634025,0.21230379,0.7363904,0.16575497,3.7275455,1.0
27.003887,2.952792,0.52710766,0.47958273,0.3537981,0.13963036,0.6956438,2.0509303,1.0
26.507093,4.0057826,0.7142569,0.30182794,0.51536703,0.4564533,0.48122367,2.639374,1.0
25.883308,5.261022,0.9236475,0.8964614,0.9177512,0.4132601,0.6882544,1.0195154,1.0
27.674511,1.4613736,0.3353488,0.6064492,0.3480358,0.59823495,0.88287985,1.2608694,1.0
27.687494,1.3786983,0.7343002,0.77761453,0.49380988,0.9622694,0.8177609,3.7415514,1.0
27.329622,2.07095,0.45245185,0.2702446,0.9399468,0.7330732,0.62367696,1.0299525,1.0
27.157658,2.5480585,0.47307867,0.43705404,0.9465755,0.1955762,0.6704881,3.4657907,1.0
27.646666,1.5637584,0.32127792,0.75102735,0.52826697,0.66863614,0.587714,1.1892557,1.0
25.780033,5.4831266,0.9578241,0.99062496,0.9443132,0.16678399,0.63097227,1.9168454,1.0
27.951712,1.145931,0.9312948,0.009690941,0.2654164,0.93392926,0.6539942,3.031858,1.0
27.405375,2.011575,0.42439175,0.6942165,0.36093616,0.80877227,0.23256068,3.8166971,1.0
26.678818,3.6477432,0.6534079,0.4015917,0.5989891,0.40570492,0.5752135,3.9627013,1.0
27.272142,2.2509801,0.44323766,0.87899023,0.6597577,0.6346786,0.5292913,3.527323,1.0
26.282288,4.4559975,0.782075,0.88450545,0.7529765,0.23627464,0.7819007,4.4017377,1.0
25.99903,5.0576835,0.90052,0.03918881,0.4771427,0.76445353,0.13366398,1.3425035,1.0
26.03063,4.9829965,0.8763115,0.5461731,0.06924222,0.44067767,0.18381894,3.2876468,1.0
27.259176,2.3190515,0.43925852,0.96625787,0.8489701,0.81580704,0.11520128,4.163167,1.0
26.29958,4.415954,0.7764978,0.6909226,0.22309676,0.34665808,0.16480522,3.8098407,1.0
27.829256,1.2234687,0.44258514,0.78159946,0.746915,0.96618325,0.54027826,3.78628,1.0
26.631046,3.683559,0.70814604,0.76656246,0.07061922,0.7834696,0.30062893,2.3904474,1.0
27.223045,2.4398248,0.45056063,0.9603441,0.73608005,0.14579539,0.06411776,3.9622726,1.0
27.908453,1.2072408,0.5563603,0.50811046,0.8657985,0.9780517,0.6969636,3.6376545,1.0
27.615808,1.651351,0.31260866,0.29613575,0.49348325,0.25754324,0.2629394,1.6160741,1.0
26.37117,4.2684445,0.7522823,0.5373809,0.51996344,0.3425348,0.44120798,4.6356874,1.0
27.510351,1.8307163,0.37787485,0.7236672,0.27683017,0.81085265,0.07624295,2.9836392,1.0
26.144424,4.7517843,0.8336025,0.5824871,0.8232508,0.57347673,0.14845574,1.3440425,1.0
27.881498,1.294819,0.22455837,0.39109233,0.49674946,0.4892763,0.36642134,4.327203,1.0
25.970085,5.0812984,0.89426225,0.42585546,0.018666057,0.28456804,0.8457198,4.2877765,1.0
27.245766,2.323778,0.44496378,0.9877172,0.35037804,0.61879,0.42704737,3.7733934,1.0
27.855469,1.228152,0.8788678,0.75591433,0.9471546,0.98717064,0.93151546,4.245965,1.0
27.729683,1.475582,0.29350078,0.8992741,0.09188951,0.9360261,0.14188135,3.9516625,1.0
27.806196,1.3490156,0.26538402,0.7833953,0.16829358,0.71312034,0.49408266,2.8167922,1.0
27.004755,2.7906313,0.58572644,0.8110353,0.21327448,0.6271758,0.9765945,2.871022,1.0
25.884418,5.2917585,0.93700236,0.52434975,0.24039352,0.5095857,0.4810044,1.7912077,1.0
25.905045,5.253637,0.9338067,0.6910696,0.1610085,0.505234,0.6065937,1.8450651,1.0
26.562853,3.9131649,0.6991498,0.76042706,0.7606628,0.5254206,0.6416724,3.8007278,1.0
27.190744,2.4121084,0.4776102,0.33183196,0.27931538,0.4468878,0.66444397,2.4035578,1.0
26.294428,4.4363313,0.77692235,0.47578564,0.097813085,0.21633631,0.21052521,1.7841887,1.0
27.894997,1.3042324,0.2138982,0.6617394,0.27340022,0.3606075,0.16473806,4.1815968,1.0
27.588968,1.5790893,0.35402623,0.55265635,0.8278607,0.5774707,0.81605345,3.293161,1.0
27.350927,2.0853846,0.4122469,0.49280876,0.31960273,0.48781386,0.039571118,4.591933,1.0
27.11474,2.0250561,0.81294,0.46750665,0.1890278,0.89607364,0.61310256,3.724615,1.0
27.799047,1.393864,0.26547018,0.78082013,0.5181602,0.37182578,0.9869234,3.8486855,1.0
27.932072,1.3368329,0.22015618,0.41681692,0.39837366,0.8081803,0.7879905,1.9440352,1.0
26.710896,3.427956,0.6826244,0.8476832,0.3775111,0.7197174,0.709713,4.9609413,1.0
27.632092,1.6119932,0.30612347,0.6591253,0.09151745,0.2711734,0.8466325,1.6586049,1.0
26.672817,3.5159097,0.68231696,0.043974914,0.33565226,0.58949506,0.73466814,2.580984,1.0
25.967001,4.9953446,0.93469995,0.09393465,0.38293087,0.74648345,0.07441617,2.5459728,1.0
27.70828,1.3972707,0.30855244,0.38298556,0.9726315,0.54095936,0.834886,1.5945058,1.0
27.36432,2.0811565,0.40129894,0.4588973,0.6133604,0.24767992,0.9084313,1.2887245,1.0
25.927166,5.183901,0.90699345,0.14249316,0.6637615,0.22805065,0.5735707,3.4204054,1.0
27.109388,2.6009824,0.5105664,0.33385485,0.0773313,0.46866772,0.71308225,2.2908962,1.0
27.692474,1.5148914,0.2857728,0.04010152,0.5422207,0.32672727,0.10865056,1.8375839,1.0
27.077192,2.7396889,0.5208418,0.36585054,0.18834971,0.7310282,0.15898426,1.39409,1.0
27.016811,2.7624025,0.77435327,0.046153236,0.23881963,0.7535321,0.9408291,3.9987202,1.0
27.84308,1.3865256,0.2341489,0.36210993,0.8312353,0.56009644,0.10739144,3.5411298,1.0
26.487675,4.0341287,0.7089743,0.5604381,0.846758,0.10692418,0.0022820993,4.056632,1.0
26.561182,3.8662612,0.7098216,0.7844257,0.18385485,0.43098313,0.9917062,2.2636483,1.0
27.775928,1.4996974,0.25772595,0.3760935,0.9556319,0.6269066,0.03767445,1.6701401,1.0
27.82445,1.389385,0.23917153,0.7422415,0.6909892,0.28222626,0.6707146,2.6480658,1.0
27.091291,2.4643526,0.57965064,0.6640798,0.38499418,0.7592918,0.7898671,4.8266296,1.0
27.904839,1.2898642,0.2163448,0.5279538,0.5470092,0.5002384,0.61593544,4.657108,1.0
26.999073,2.8902087,0.5418582,0.51638496,0.61164856,0.5587613,0.34331572,2.238527,1.0
26.911604,3.1273239,0.56154096,0.40007114,0.9179774,0.4510885,0.20836025,1.4714807,1.0
26.399426,4.192813,0.7721637,0.6100192,0.2431577,0.6537797,0.36113933,3.721689,1.0
27.365314,2.0733433,0.40023586,0.6359443,0.57613236,0.3369978,0.04135166,1.0992104,1.0
27.35264,1.9230266,0.4800582,0.48916593,0.48042288,0.81469256,0.5241104,3.736,1.0
22.184933,2.5996747,0.5112939,0.9105608,0.023499431,0.49724737,0.26026616,4.440615,1.0
26.334208,4.3361154,0.7637868,0.4797229,0.21472941,0.3693525,0.3193392,2.7740774,1.0
27.257982,2.263884,0.43925902,0.11900373,0.37764385,0.45142496,0.23508647,1.2627268,1.0
26.361198,4.2961373,0.75406593,0.97714,0.9130285,0.38390908,0.4856907,3.5673063,1.0
